"","Sample","WRS_Statistic","AB_Statistic","WRSAB_Max","VW_Statistic","Mood_Statistic","VWM_Max","Lepage","Cucconi","SLVM","Wilcoxon_p","VanWaerden_p","AnsariBradley_p","Mood_p"
"1",1,0.707290163228643,0.321428077593302,0.707290163228643,1.10775325918163,0.0605114241756404,1.10775325918163,0.603575384065326,0.251960503727882,1.23077891568328,0.48127005983424,0.267953463285841,0.747840346325168,0.952018088735412
"2",2,0.584815676089484,0.566371401571761,0.584815676089484,1.01241347147543,0.185146200753622,1.01241347147543,0.662785939518361,0.18814424532675,1.05926015287843,0.560715144463955,0.311324647750727,0.571073065828406,0.853123794713892
"3",3,0.134721935853075,0.554244305629691,0.554244305629691,0.339313887785547,0.818000981401358,0.818000981401358,0.325336750322938,0.343637802786792,0.784259520017727,0.895248493878808,0.734355711260919,0.57934357710955,0.412944525130212
"4",4,0.468464913307283,1.7605901762236,1.7605901762236,1.09763657416444,2.11399338300094,2.11399338300094,3.31913714361506,2.34421369918589,5.67377407231522,0.641627776257518,0.272338515548956,0.0782538420704397,0.0343776428452417
"5",5,1.58910647063059,1.85856750581499,1.85856750581499,2.08618179089392,2.26392715900371,2.26392715900371,5.97953254867134,3.82531277813731,9.47752064593198,0.112712917799196,0.036957013311398,0.0630407683366125,0.0234730137470381
"6",6,1.12676528168026,2.25660040727998,2.25660040727998,1.73324934202261,2.49215296723373,2.49215296723373,6.36184539813619,3.74021320604593,9.21497969371367,0.261116518101599,0.0830415045070534,0.0240066071000833,0.0126225673774797
"7",7,1.33803377199531,1.83407317341714,1.83407317341714,2.00456565963548,1.92578556926546,2.00456565963548,5.15415878044842,2.74949221689555,7.72693354258094,0.181865538771476,0.0450024890666431,0.0665932944674477,0.0539368928022585
"8",8,1.01347638107654,1.18497336487422,1.18497336487422,1.47892541190412,1.00962695039,1.47892541190412,2.43129625046134,1.02324047697691,3.20656695292959,0.312273970792277,0.139151016623873,0.235939807334786,0.312152908684092
"9",9,1.13901273039418,1.43604027195214,1.43604027195214,1.74646003536291,1.42052641623133,1.74646003536291,3.35956166266839,1.65762264960551,5.06801795433086,0.255954847045359,0.080725849642119,0.15091428925474,0.155064265318584
"10",10,1.88610710194305,1.60750059873707,1.88610710194305,2.33493483879747,1.57994731701839,2.33493483879747,6.14145817494003,3.0268167622768,7.94815422598377,0.0596826033092596,0.0195451679557252,0.107880339091479,0.113821722122646
"11",11,1.64115812766473,2.09738724669398,2.09738724669398,1.99504859406878,2.25706759574056,2.25706759574056,7.09243326259457,3.89387706587103,9.07457302443788,0.101386036103619,0.046033985591527,0.0359254813636181,0.0238947716731681
